year,state,state_abbr,county,percent_depression,total_population
2021,Alaska,AK,Aleutians East,13.1,3398
2021,Alaska,AK,Aleutians East,13.0,3398
2021,Alaska,AK,Aleutians West,13.5,5059
2021,Alaska,AK,Aleutians West,13.4,5059
2021,Alaska,AK,Anchorage,19.5,288121
2021,Alaska,AK,Anchorage,19.7,288121
2021,Alaska,AK,Bethel,21.2,18557
2021,Alaska,AK,Bethel,21.9,18557
2021,Alaska,AK,Bristol Bay,18.8,838
2021,Alaska,AK,Bristol Bay,18.1,838
2021,Alaska,AK,Chugach,19.7,6941
2021,Alaska,AK,Chugach,20.1,6941
2021,Alaska,AK,Copper River,19.0,2630
2021,Alaska,AK,Copper River,20.0,2630
2021,Alaska,AK,Denali,19.9,1593
2021,Alaska,AK,Denali,19.9,1593
2021,Alaska,AK,Dillingham,20.3,4772
2021,Alaska,AK,Dillingham,20.6,4772
2021,Alaska,AK,Fairbanks North Star,20.0,95593
2021,Alaska,AK,Fairbanks North Star,19.5,95593
2021,Alaska,AK,Haines,20.4,2071
2021,Alaska,AK,Haines,21.8,2071
2021,Alaska,AK,Hoonah-Angoon,20.4,2332
2021,Alaska,AK,Hoonah-Angoon,18.6,2332
2021,Alaska,AK,Juneau,20.2,31973
2021,Alaska,AK,Juneau,20.0,31973
2021,Alaska,AK,Kenai Peninsula,22.2,59767
2021,Alaska,AK,Kenai Peninsula,21.3,59767
2021,Alaska,AK,Ketchikan Gateway,19.9,13754
2021,Alaska,AK,Ketchikan Gateway,19.3,13754
2021,Alaska,AK,Kodiak Island,16.1,12787
2021,Alaska,AK,Kodiak Island,16.0,12787
2021,Alaska,AK,Kusilvak,23.7,8360
2021,Alaska,AK,Kusilvak,24.7,8360
2021,Alaska,AK,Lake and Peninsula,20.7,1416
2021,Alaska,AK,Lake and Peninsula,20.6,1416
2021,Alaska,AK,Matanuska-Susitna,22.2,110686
2021,Alaska,AK,Matanuska-Susitna,22.1,110686
2021,Alaska,AK,Nome,20.4,9865
2021,Alaska,AK,Nome,19.8,9865
2021,Alaska,AK,North Slope,17.5,10972
2021,Alaska,AK,North Slope,17.9,10972
2021,Alaska,AK,Northwest Arctic,20.3,7560
2021,Alaska,AK,Northwest Arctic,20.8,7560
2021,Alaska,AK,Petersburg,18.9,3356
2021,Alaska,AK,Petersburg,19.9,3356
2021,Alaska,AK,Prince of Wales-Hyder,19.2,5729
2021,Alaska,AK,Prince of Wales-Hyder,20.1,5729
2021,Alaska,AK,Sitka,18.7,8407
2021,Alaska,AK,Sitka,18.2,8407
2021,Alaska,AK,Skagway,19.7,1132
2021,Alaska,AK,Skagway,20.2,1132
2021,Alaska,AK,Southeast Fairbanks,17.5,6970
2021,Alaska,AK,Southeast Fairbanks,17.9,6970
2021,Alaska,AK,Wrangell,19.6,2055
2021,Alaska,AK,Wrangell,21.2,2055
2021,Alaska,AK,Yakutat,18.8,704
2021,Alaska,AK,Yakutat,17.8,704
2021,Alaska,AK,Yukon-Koyukuk,21.3,5275
2021,Alaska,AK,Yukon-Koyukuk,20.7,5275
2021,Alabama,AL,Autauga,22.2,59095
2021,Alabama,AL,Autauga,22.7,59095
2021,Alabama,AL,Baldwin,23.2,239294
2021,Alabama,AL,Baldwin,22.0,239294
2021,Alabama,AL,Barbour,22.6,24964
2021,Alabama,AL,Barbour,22.0,24964
2021,Alabama,AL,Bibb,23.3,22477
2021,Alabama,AL,Bibb,22.9,22477
2021,Alabama,AL,Blount,24.2,59041
2021,Alabama,AL,Blount,23.3,59041
2021,Alabama,AL,Bullock,20.2,10320
2021,Alabama,AL,Bullock,19.7,10320
2021,Alabama,AL,Butler,21.4,18884
2021,Alabama,AL,Butler,20.3,18884
2021,Alabama,AL,Calhoun,23.3,115972
2021,Alabama,AL,Calhoun,22.7,115972
2021,Alabama,AL,Chambers,21.9,34541
2021,Alabama,AL,Chambers,22.8,34541
2021,Alabama,AL,Cherokee,26.5,24996
2021,Alabama,AL,Cherokee,24.7,24996
2021,Alabama,AL,Chilton,24.3,45274
2021,Alabama,AL,Chilton,23.6,45274
2021,Alabama,AL,Choctaw,21.5,12533
2021,Alabama,AL,Choctaw,23.3,12533
2021,Alabama,AL,Clarke,21.0,22760
2021,Alabama,AL,Clarke,22.1,22760
2021,Alabama,AL,Clay,25.8,14190
2021,Alabama,AL,Clay,24.3,14190
2021,Alabama,AL,Cleburne,26.0,15103
2021,Alabama,AL,Cleburne,24.7,15103
2021,Alabama,AL,Coffee,23.4,54174
2021,Alabama,AL,Coffee,24.1,54174
2021,Alabama,AL,Colbert,24.2,57474
2021,Alabama,AL,Colbert,23.1,57474
2021,Alabama,AL,Conecuh,23.1,11328
2021,Alabama,AL,Conecuh,21.6,11328
2021,Alabama,AL,Coosa,22.8,10450
2021,Alabama,AL,Coosa,21.2,10450
2021,Alabama,AL,Covington,23.0,37524
2021,Alabama,AL,Covington,24.4,37524
2021,Alabama,AL,Crenshaw,23.3,13083
2021,Alabama,AL,Crenshaw,22.3,13083
2021,Alabama,AL,Cullman,25.2,89496
2021,Alabama,AL,Cullman,24.3,89496
2021,Alabama,AL,Dale,23.4,49342
2021,Alabama,AL,Dale,22.8,49342
2021,Alabama,AL,Dallas,21.1,37619
2021,Alabama,AL,Dallas,20.2,37619
2021,Alabama,AL,DeKalb,25.8,71813
2021,Alabama,AL,DeKalb,25.1,71813
2021,Alabama,AL,Elmore,22.6,89304
2021,Alabama,AL,Elmore,23.0,89304
2021,Alabama,AL,Escambia,23.3,36699
2021,Alabama,AL,Escambia,22.6,36699
2021,Alabama,AL,Etowah,25.0,103162
2021,Alabama,AL,Etowah,24.1,103162
2021,Alabama,AL,Fayette,23.8,16148
2021,Alabama,AL,Fayette,25.3,16148
2021,Alabama,AL,Franklin,24.7,32013
2021,Alabama,AL,Franklin,24.1,32013
2021,Alabama,AL,Geneva,25.8,26701
2021,Alabama,AL,Geneva,24.4,26701
2021,Alabama,AL,Greene,20.5,7629
2021,Alabama,AL,Greene,19.1,7629
2021,Alabama,AL,Hale,21.4,14754
2021,Alabama,AL,Hale,22.4,14754
2021,Alabama,AL,Henry,21.6,17459
2021,Alabama,AL,Henry,23.1,17459
2021,Alabama,AL,Houston,24.8,107458
2021,Alabama,AL,Houston,24.0,107458
2021,Alabama,AL,Jackson,23.8,52773
2021,Alabama,AL,Jackson,25.1,52773
2021,Alabama,AL,Jefferson,21.5,667820
2021,Alabama,AL,Jefferson,21.9,667820
2021,Alabama,AL,Lamar,25.1,13689
2021,Alabama,AL,Lamar,23.4,13689
2021,Alabama,AL,Lauderdale,23.9,94043
2021,Alabama,AL,Lauderdale,24.7,94043
2021,Alabama,AL,Lawrence,23.5,33090
2021,Alabama,AL,Lawrence,24.6,33090
2021,Alabama,AL,Lee,22.0,177218
2021,Alabama,AL,Lee,21.5,177218
2021,Alabama,AL,Limestone,22.2,107517
2021,Alabama,AL,Limestone,22.6,107517
2021,Alabama,AL,Lowndes,19.1,9965
2021,Alabama,AL,Lowndes,20.0,9965
2021,Alabama,AL,Macon,20.3,18895
2021,Alabama,AL,Macon,19.6,18895
2021,Alabama,AL,Madison,21.9,395211
2021,Alabama,AL,Madison,21.6,395211
2021,Alabama,AL,Marengo,20.3,18996
2021,Alabama,AL,Marengo,21.3,18996
2021,Alabama,AL,Marion,24.4,29246
2021,Alabama,AL,Marion,25.8,29246
2021,Alabama,AL,Marshall,24.0,98228
2021,Alabama,AL,Marshall,24.6,98228
2021,Alabama,AL,Mobile,22.6,413073
2021,Alabama,AL,Mobile,22.1,413073
2021,Alabama,AL,Monroe,21.3,19648
2021,Alabama,AL,Monroe,22.6,19648
2021,Alabama,AL,Montgomery,19.0,227434
2021,Alabama,AL,Montgomery,19.3,227434
2021,Alabama,AL,Morgan,23.4,123668
2021,Alabama,AL,Morgan,24.2,123668
2021,Alabama,AL,Perry,22.3,8355
2021,Alabama,AL,Perry,21.7,8355
2021,Alabama,AL,Pickens,22.6,18801
2021,Alabama,AL,Pickens,21.8,18801
2021,Alabama,AL,Pike,21.8,32991
2021,Alabama,AL,Pike,22.1,32991
2021,Alabama,AL,Randolph,23.1,21989
2021,Alabama,AL,Randolph,24.3,21989
2021,Alabama,AL,Russell,23.4,58722
2021,Alabama,AL,Russell,23.1,58722
2021,Alabama,AL,Shelby,21.7,226902
2021,Alabama,AL,Shelby,21.2,226902
2021,Alabama,AL,St. Clair,24.0,92748
2021,Alabama,AL,St. Clair,23.2,92748
2021,Alabama,AL,Sumter,20.6,12164
2021,Alabama,AL,Sumter,20.9,12164
2021,Alabama,AL,Talladega,23.2,81524
2021,Alabama,AL,Talladega,22.5,81524
2021,Alabama,AL,Tallapoosa,23.7,41023
2021,Alabama,AL,Tallapoosa,22.4,41023
2021,Alabama,AL,Tuscaloosa,22.1,227007
2021,Alabama,AL,Tuscaloosa,22.4,227007
2021,Alabama,AL,Walker,24.2,64818
2021,Alabama,AL,Walker,25.2,64818
2021,Alabama,AL,Washington,23.2,15147
2021,Alabama,AL,Washington,22.1,15147
2021,Alabama,AL,Wilcox,20.5,10446
2021,Alabama,AL,Wilcox,21.5,10446
2021,Alabama,AL,Winston,24.7,23652
2021,Alabama,AL,Winston,26.3,23652
2021,Arkansas,AR,Arkansas,23.6,16722
2021,Arkansas,AR,Arkansas,24.9,16722
2021,Arkansas,AR,Ashley,25.4,18674
2021,Arkansas,AR,Ashley,26.9,18674
2021,Arkansas,AR,Baxter,25.8,42144
2021,Arkansas,AR,Baxter,28.7,42144
2021,Arkansas,AR,Benton,22.9,293692
2021,Arkansas,AR,Benton,22.9,293692
2021,Arkansas,AR,Boone,27.4,37830
2021,Arkansas,AR,Boone,26.1,37830
2021,Arkansas,AR,Bradley,24.9,10408
2021,Arkansas,AR,Bradley,25.9,10408
2021,Arkansas,AR,Calhoun,23.3,4741
2021,Arkansas,AR,Calhoun,24.6,4741
2021,Arkansas,AR,Carroll,24.1,28435
2021,Arkansas,AR,Carroll,25.5,28435
2021,Arkansas,AR,Chicot,21.8,10019
2021,Arkansas,AR,Chicot,23.0,10019
2021,Arkansas,AR,Clark,26.0,21321
2021,Arkansas,AR,Clark,25.7,21321
2021,Arkansas,AR,Clay,28.9,14350
2021,Arkansas,AR,Clay,27.4,14350
2021,Arkansas,AR,Cleburne,24.4,25015
2021,Arkansas,AR,Cleburne,26.8,25015
2021,Arkansas,AR,Cleveland,26.3,7514
2021,Arkansas,AR,Cleveland,24.8,7514
2021,Arkansas,AR,Columbia,24.5,22672
2021,Arkansas,AR,Columbia,24.8,22672
2021,Arkansas,AR,Conway,26.8,20873
2021,Arkansas,AR,Conway,25.5,20873
2021,Arkansas,AR,Craighead,26.6,112218
2021,Arkansas,AR,Craighead,26.7,112218
2021,Arkansas,AR,Crawford,26.6,60378
2021,Arkansas,AR,Crawford,27.5,60378
2021,Arkansas,AR,Crittenden,24.8,47525
2021,Arkansas,AR,Crittenden,24.5,47525
2021,Arkansas,AR,Cross,25.9,16681
2021,Arkansas,AR,Cross,24.8,16681
2021,Arkansas,AR,Dallas,23.9,6308
2021,Arkansas,AR,Dallas,22.2,6308
2021,Arkansas,AR,Desha,23.9,11090
2021,Arkansas,AR,Desha,25.1,11090
2021,Arkansas,AR,Drew,25.4,17110
2021,Arkansas,AR,Drew,26.0,17110
2021,Arkansas,AR,Faulkner,26.5,125106
2021,Arkansas,AR,Faulkner,26.1,125106
2021,Arkansas,AR,Franklin,29.6,17173
2021,Arkansas,AR,Franklin,28.3,17173
2021,Arkansas,AR,Fulton,26.3,12145
2021,Arkansas,AR,Fulton,28.7,12145
2021,Arkansas,AR,Garland,24.1,100330
2021,Arkansas,AR,Garland,25.7,100330
2021,Arkansas,AR,Grant,25.9,18090
2021,Arkansas,AR,Grant,26.9,18090
2021,Arkansas,AR,Greene,27.6,46317
2021,Arkansas,AR,Greene,27.0,46317
2021,Arkansas,AR,Hempstead,23.9,19694
2021,Arkansas,AR,Hempstead,24.9,19694
2021,Arkansas,AR,Hot Spring,24.7,33148
2021,Arkansas,AR,Hot Spring,23.8,33148
2021,Arkansas,AR,Howard,26.2,12698
2021,Arkansas,AR,Howard,25.2,12698
2021,Arkansas,AR,Independence,26.7,37723
2021,Arkansas,AR,Independence,25.8,37723
2021,Arkansas,AR,Izard,25.2,13911
2021,Arkansas,AR,Izard,26.9,13911
2021,Arkansas,AR,Jackson,26.3,16811
2021,Arkansas,AR,Jackson,27.0,16811
2021,Arkansas,AR,Jefferson,21.1,65861
2021,Arkansas,AR,Jefferson,21.7,65861
2021,Arkansas,AR,Johnson,27.6,25845
2021,Arkansas,AR,Johnson,27.0,25845
2021,Arkansas,AR,Lafayette,26.3,6163
2021,Arkansas,AR,Lafayette,24.4,6163
2021,Arkansas,AR,Lawrence,27.6,16292
2021,Arkansas,AR,Lawrence,28.7,16292
2021,Arkansas,AR,Lee,22.8,8619
2021,Arkansas,AR,Lee,22.1,8619
2021,Arkansas,AR,Lincoln,22.7,13037
2021,Arkansas,AR,Lincoln,22.6,13037
2021,Arkansas,AR,Little River,25.8,11944
2021,Arkansas,AR,Little River,24.5,11944
2021,Arkansas,AR,Logan,25.6,21215
2021,Arkansas,AR,Logan,26.9,21215
2021,Arkansas,AR,Lonoke,26.8,74722
2021,Arkansas,AR,Lonoke,27.1,74722
2021,Arkansas,AR,Madison,27.5,16960
2021,Arkansas,AR,Madison,26.3,16960
2021,Arkansas,AR,Marion,28.0,16978
2021,Arkansas,AR,Marion,25.3,16978
2021,Arkansas,AR,Miller,23.9,42649
2021,Arkansas,AR,Miller,24.6,42649
2021,Arkansas,AR,Mississippi,25.3,39661
2021,Arkansas,AR,Mississippi,25.8,39661
2021,Arkansas,AR,Monroe,24.7,6683
2021,Arkansas,AR,Monroe,26.6,6683
2021,Arkansas,AR,Montgomery,28.0,8611
2021,Arkansas,AR,Montgomery,25.6,8611
2021,Arkansas,AR,Nevada,26.1,8187
2021,Arkansas,AR,Nevada,24.6,8187
2021,Arkansas,AR,Newton,27.2,7204
2021,Arkansas,AR,Newton,24.8,7204
2021,Arkansas,AR,Ouachita,23.0,22306
2021,Arkansas,AR,Ouachita,24.3,22306
2021,Arkansas,AR,Perry,27.0,9964
2021,Arkansas,AR,Perry,25.5,9964
2021,Arkansas,AR,Phillips,23.5,15906
2021,Arkansas,AR,Phillips,22.4,15906
2021,Arkansas,AR,Pike,25.6,10066
2021,Arkansas,AR,Pike,26.9,10066
2021,Arkansas,AR,Poinsett,27.1,22660
2021,Arkansas,AR,Poinsett,28.1,22660
2021,Arkansas,AR,Polk,27.0,19353
2021,Arkansas,AR,Polk,25.3,19353
2021,Arkansas,AR,Pope,27.2,63789
2021,Arkansas,AR,Pope,26.9,63789
2021,Arkansas,AR,Prairie,27.2,8135
2021,Arkansas,AR,Prairie,25.1,8135
2021,Arkansas,AR,Pulaski,22.0,397821
2021,Arkansas,AR,Pulaski,22.4,397821
2021,Arkansas,AR,Randolph,27.0,18865
2021,Arkansas,AR,Randolph,28.1,18865
2021,Arkansas,AR,Saline,24.3,125233
2021,Arkansas,AR,Saline,23.5,125233
2021,Arkansas,AR,Scott,26.3,9822
2021,Arkansas,AR,Scott,27.8,9822
2021,Arkansas,AR,Searcy,26.4,7880
2021,Arkansas,AR,Searcy,28.6,7880
2021,Arkansas,AR,Sebastian,27.4,128400
2021,Arkansas,AR,Sebastian,26.8,128400
2021,Arkansas,AR,Sevier,24.8,15783
2021,Arkansas,AR,Sevier,24.4,15783
2021,Arkansas,AR,Sharp,27.7,17622
2021,Arkansas,AR,Sharp,29.9,17622
2021,Arkansas,AR,St. Francis,22.4,22739
2021,Arkansas,AR,St. Francis,22.1,22739
2021,Arkansas,AR,Stone,27.8,12481
2021,Arkansas,AR,Stone,30.5,12481
2021,Arkansas,AR,Union,24.5,38340
2021,Arkansas,AR,Union,25.5,38340
2021,Arkansas,AR,Van Buren,28.0,15694
2021,Arkansas,AR,Van Buren,25.6,15694
2021,Arkansas,AR,Washington,25.0,250057
2021,Arkansas,AR,Washington,25.5,250057
2021,Arkansas,AR,White,26.0,77207
2021,Arkansas,AR,White,26.5,77207
2021,Arkansas,AR,Woodruff,23.7,6116
2021,Arkansas,AR,Woodruff,25.6,6116
2021,Arkansas,AR,Yell,26.2,20155
2021,Arkansas,AR,Yell,27.0,20155
2021,Arizona,AZ,Apache,19.2,65623
2021,Arizona,AZ,Apache,18.7,65623
2021,Arizona,AZ,Cochise,19.4,126050
2021,Arizona,AZ,Cochise,20.4,126050
2021,Arizona,AZ,Coconino,20.5,145052
2021,Arizona,AZ,Coconino,19.9,145052
2021,Arizona,AZ,Gila,20.6,53589
2021,Arizona,AZ,Gila,18.8,53589
2021,Arizona,AZ,Graham,19.6,39050
2021,Arizona,AZ,Graham,19.6,39050
2021,Arizona,AZ,Greenlee,18.3,9404
2021,Arizona,AZ,Greenlee,18.4,9404
2021,Arizona,AZ,La Paz,21.4,16408
2021,Arizona,AZ,La Paz,18.4,16408
2021,Arizona,AZ,Maricopa,18.9,4496588
2021,Arizona,AZ,Maricopa,18.7,4496588
2021,Arizona,AZ,Mohave,20.5,217692
2021,Arizona,AZ,Mohave,18.6,217692
2021,Arizona,AZ,Navajo,20.3,108147
2021,Arizona,AZ,Navajo,21.1,108147
2021,Arizona,AZ,Pima,22.4,1052030
2021,Arizona,AZ,Pima,21.8,1052030
2021,Arizona,AZ,Pinal,18.5,449557
2021,Arizona,AZ,Pinal,17.9,449557
2021,Arizona,AZ,Santa Cruz,18.3,47883
2021,Arizona,AZ,Santa Cruz,18.9,47883
2021,Arizona,AZ,Yavapai,19.6,242253
2021,Arizona,AZ,Yavapai,21.8,242253
2021,Arizona,AZ,Yuma,18.4,206990
2021,Arizona,AZ,Yuma,17.9,206990
2021,California,CA,Alameda,16.0,1648556
2021,California,CA,Alameda,15.9,1648556
2021,California,CA,Alpine,20.3,1235
2021,California,CA,Alpine,19.1,1235
2021,California,CA,Amador,18.5,41259
2021,California,CA,Amador,19.8,41259
2021,California,CA,Butte,21.5,208309
2021,California,CA,Butte,21.2,208309
2021,California,CA,Calaveras,21.8,46221
2021,California,CA,Calaveras,20.0,46221
2021,California,CA,Colusa,18.8,21917
2021,California,CA,Colusa,19.0,21917
2021,California,CA,Contra Costa,15.9,1161413
2021,California,CA,Contra Costa,16.3,1161413
2021,California,CA,Del Norte,20.1,28100
2021,California,CA,Del Norte,20.5,28100
2021,California,CA,El Dorado,21.7,193221
2021,California,CA,El Dorado,20.4,193221
2021,California,CA,Fresno,16.9,1013581
2021,California,CA,Fresno,16.8,1013581
2021,California,CA,Glenn,20.5,28805
2021,California,CA,Glenn,20.1,28805
2021,California,CA,Humboldt,22.7,136310
2021,California,CA,Humboldt,23.1,136310
2021,California,CA,Imperial,17.0,179851
2021,California,CA,Imperial,17.0,179851
2021,California,CA,Inyo,19.6,18970
2021,California,CA,Inyo,18.4,18970
2021,California,CA,Kern,19.0,917673
2021,California,CA,Kern,19.2,917673
2021,California,CA,Kings,18.6,153443
2021,California,CA,Kings,18.1,153443
2021,California,CA,Lake,22.1,68766
2021,California,CA,Lake,20.9,68766
2021,California,CA,Lassen,19.2,33159
2021,California,CA,Lassen,19.2,33159
2021,California,CA,Los Angeles,15.4,9829544
2021,California,CA,Los Angeles,15.3,9829544
2021,California,CA,Madera,19.5,159410
2021,California,CA,Madera,19.6,159410
2021,California,CA,Marin,16.0,260206
2021,California,CA,Marin,17.1,260206
2021,California,CA,Mariposa,20.9,17147
2021,California,CA,Mariposa,19.2,17147
2021,California,CA,Mendocino,20.2,91305
2021,California,CA,Mendocino,19.2,91305
2021,California,CA,Merced,18.4,286461
2021,California,CA,Merced,18.7,286461
2021,California,CA,Modoc,19.8,8661
2021,California,CA,Modoc,21.7,8661
2021,California,CA,Mono,19.7,13247
2021,California,CA,Mono,19.4,13247
2021,California,CA,Monterey,18.3,437325
2021,California,CA,Monterey,18.3,437325
2021,California,CA,Napa,17.8,136207
2021,California,CA,Napa,17.2,136207
2021,California,CA,Nevada,19.5,103487
2021,California,CA,Nevada,21.2,103487
2021,California,CA,Orange,16.4,3167809
2021,California,CA,Orange,16.2,3167809
2021,California,CA,Placer,17.8,412300
2021,California,CA,Placer,18.7,412300
2021,California,CA,Plumas,21.3,19915
2021,California,CA,Plumas,19.3,19915
2021,California,CA,Riverside,16.3,2458395
2021,California,CA,Riverside,16.4,2458395
2021,California,CA,Sacramento,18.3,1588921
2021,California,CA,Sacramento,18.2,1588921
2021,California,CA,San Benito,17.4,66677
2021,California,CA,San Benito,17.4,66677
2021,California,CA,San Bernardino,17.4,2194710
2021,California,CA,San Bernardino,17.3,2194710
2021,California,CA,San Diego,16.7,3286069
2021,California,CA,San Diego,16.7,3286069
2021,California,CA,San Francisco,15.3,815201
2021,California,CA,San Francisco,15.0,815201
2021,California,CA,San Joaquin,16.1,789410
2021,California,CA,San Joaquin,16.2,789410
2021,California,CA,San Luis Obispo,18.7,283159
2021,California,CA,San Luis Obispo,19.2,283159
2021,California,CA,San Mateo,14.2,737888
2021,California,CA,San Mateo,13.8,737888
2021,California,CA,Santa Barbara,19.1,446475
2021,California,CA,Santa Barbara,19.0,446475
2021,California,CA,Santa Clara,13.5,1885508
2021,California,CA,Santa Clara,13.4,1885508
2021,California,CA,Santa Cruz,18.5,267792
2021,California,CA,Santa Cruz,18.7,267792
2021,California,CA,Shasta,20.6,182139
2021,California,CA,Shasta,21.5,182139
2021,California,CA,Sierra,18.9,3283
2021,California,CA,Sierra,21.0,3283
2021,California,CA,Siskiyou,22.5,44118
2021,California,CA,Siskiyou,20.8,44118
2021,California,CA,Solano,16.9,451716
2021,California,CA,Solano,17.2,451716
2021,California,CA,Sonoma,19.1,485887
2021,California,CA,Sonoma,19.8,485887
2021,California,CA,Stanislaus,20.4,552999
2021,California,CA,Stanislaus,20.4,552999
2021,California,CA,Sutter,18.4,99063
2021,California,CA,Sutter,18.1,99063
2021,California,CA,Tehama,22.0,65498
2021,California,CA,Tehama,21.1,65498
2021,California,CA,Trinity,20.4,16060
2021,California,CA,Trinity,22.4,16060
2021,California,CA,Tulare,19.1,477054
2021,California,CA,Tulare,19.3,477054
2021,California,CA,Tuolumne,20.7,55810
2021,California,CA,Tuolumne,19.3,55810
2021,California,CA,Ventura,17.1,839784
2021,California,CA,Ventura,17.4,839784
2021,California,CA,Yolo,18.7,216986
2021,California,CA,Yolo,18.3,216986
2021,California,CA,Yuba,20.3,83421
2021,California,CA,Yuba,20.4,83421
2021,Colorado,CO,Adams,21.5,522140
2021,Colorado,CO,Adams,21.1,522140
2021,Colorado,CO,Alamosa,22.3,16547
2021,Colorado,CO,Alamosa,22.5,16547
2021,Colorado,CO,Arapahoe,19.6,654900
2021,Colorado,CO,Arapahoe,19.6,654900
2021,Colorado,CO,Archuleta,22.2,13790
2021,Colorado,CO,Archuleta,20.5,13790
2021,Colorado,CO,Baca,22.4,3514
2021,Colorado,CO,Baca,24.2,3514
2021,Colorado,CO,Bent,19.7,5759
2021,Colorado,CO,Bent,19.9,5759
2021,Colorado,CO,Boulder,22.6,329543
2021,Colorado,CO,Boulder,22.6,329543
2021,Colorado,CO,Broomfield,20.1,75325
2021,Colorado,CO,Broomfield,20.3,75325
2021,Colorado,CO,Chaffee,20.4,20074
2021,Colorado,CO,Chaffee,21.5,20074
2021,Colorado,CO,Cheyenne,21.1,1707
2021,Colorado,CO,Cheyenne,22.6,1707
2021,Colorado,CO,Clear Creek,21.2,9446
2021,Colorado,CO,Clear Creek,20.2,9446
2021,Colorado,CO,Conejos,20.1,7612
2021,Colorado,CO,Conejos,21.1,7612
2021,Colorado,CO,Costilla,19.4,3625
2021,Colorado,CO,Costilla,21.0,3625
2021,Colorado,CO,Crowley,19.5,6012
2021,Colorado,CO,Crowley,19.7,6012
2021,Colorado,CO,Custer,22.0,5045
2021,Colorado,CO,Custer,19.9,5045
2021,Colorado,CO,Delta,20.4,31661
2021,Colorado,CO,Delta,22.1,31661
2021,Colorado,CO,Denver,21.2,711463
2021,Colorado,CO,Denver,21.9,711463
2021,Colorado,CO,Dolores,20.7,2397
2021,Colorado,CO,Dolores,22.6,2397
2021,Colorado,CO,Douglas,18.0,368990
2021,Colorado,CO,Douglas,18.2,368990
2021,Colorado,CO,Eagle,20.2,55727
2021,Colorado,CO,Eagle,20.2,55727
2021,Colorado,CO,El Paso,24.6,737867
2021,Colorado,CO,El Paso,24.8,737867
2021,Colorado,CO,Elbert,21.7,27128
2021,Colorado,CO,Elbert,20.8,27128
2021,Colorado,CO,Fremont,21.1,49661
2021,Colorado,CO,Fremont,21.8,49661
2021,Colorado,CO,Garfield,22.3,62161
2021,Colorado,CO,Garfield,22.2,62161
2021,Colorado,CO,Gilpin,21.6,5873
2021,Colorado,CO,Gilpin,20.6,5873
2021,Colorado,CO,Grand,21.9,15860
2021,Colorado,CO,Grand,21.2,15860
2021,Colorado,CO,Gunnison,22.4,17281
2021,Colorado,CO,Gunnison,22.8,17281
2021,Colorado,CO,Hinsdale,21.9,781
2021,Colorado,CO,Hinsdale,19.8,781
2021,Colorado,CO,Huerfano,20.2,6920
2021,Colorado,CO,Huerfano,22.3,6920
2021,Colorado,CO,Jackson,21.6,1363
2021,Colorado,CO,Jackson,23.3,1363
2021,Colorado,CO,Jefferson,19.5,579581
2021,Colorado,CO,Jefferson,19.9,579581
2021,Colorado,CO,Kiowa,22.1,1452
2021,Colorado,CO,Kiowa,24.1,1452
2021,Colorado,CO,Kit Carson,23.8,6950
2021,Colorado,CO,Kit Carson,22.5,6950
2021,Colorado,CO,La Plata,22.3,56250
2021,Colorado,CO,La Plata,21.6,56250
2021,Colorado,CO,Lake,20.1,7407
2021,Colorado,CO,Lake,20.2,7407
2021,Colorado,CO,Larimer,23.9,362533
2021,Colorado,CO,Larimer,23.9,362533
2021,Colorado,CO,Las Animas,22.5,14633
2021,Colorado,CO,Las Animas,21.3,14633
2021,Colorado,CO,Lincoln,21.6,5688
2021,Colorado,CO,Lincoln,21.9,5688
2021,Colorado,CO,Logan,21.0,21487
2021,Colorado,CO,Logan,21.3,21487
2021,Colorado,CO,Mesa,23.9,157335
2021,Colorado,CO,Mesa,23.1,157335
2021,Colorado,CO,Mineral,20.0,924
2021,Colorado,CO,Mineral,21.6,924
2021,Colorado,CO,Moffat,23.0,13185
2021,Colorado,CO,Moffat,23.6,13185
2021,Colorado,CO,Montezuma,21.8,26175
2021,Colorado,CO,Montezuma,23.2,26175
2021,Colorado,CO,Montrose,21.0,43168
2021,Colorado,CO,Montrose,22.5,43168
2021,Colorado,CO,Morgan,21.1,29008
2021,Colorado,CO,Morgan,20.7,29008
2021,Colorado,CO,Otero,21.6,18594
2021,Colorado,CO,Otero,22.6,18594
2021,Colorado,CO,Ouray,22.0,5035
2021,Colorado,CO,Ouray,20.0,5035
2021,Colorado,CO,Park,22.5,17720
2021,Colorado,CO,Park,21.1,17720
2021,Colorado,CO,Phillips,20.6,4512
2021,Colorado,CO,Phillips,22.0,4512
2021,Colorado,CO,Pitkin,19.8,17348
2021,Colorado,CO,Pitkin,18.9,17348
2021,Colorado,CO,Prowers,22.2,11996
2021,Colorado,CO,Prowers,22.8,11996
2021,Colorado,CO,Pueblo,22.2,169622
2021,Colorado,CO,Pueblo,21.6,169622
2021,Colorado,CO,Rio Blanco,23.6,6476
2021,Colorado,CO,Rio Blanco,22.9,6476
2021,Colorado,CO,Rio Grande,21.2,11408
2021,Colorado,CO,Rio Grande,20.2,11408
2021,Colorado,CO,Routt,20.4,25091
2021,Colorado,CO,Routt,20.9,25091
2021,Colorado,CO,Saguache,22.0,6471
2021,Colorado,CO,Saguache,20.6,6471
2021,Colorado,CO,San Juan,20.0,733
2021,Colorado,CO,San Juan,21.4,733
2021,Colorado,CO,San Miguel,21.0,8074
